doid 	 name 
MONDO:0008901	Tel Hashomer camptodactyly syndrome
MONDO:0008900	camptodactyly with fibrous tissue hyperplasia and skeletal dysplasia
MONDO:0008907	PMM2-CDG
MONDO:0008906	Carbimazole sensitivity
MONDO:0008905	predisposition to invasive fungal disease due to CARD9 deficiency
MONDO:0008904	Camptomelic syndrome, long-limb type
MONDO:0002413	glycogen storage disease I
MONDO:0002412	glycogen storage disease
MONDO:0002411	narcissistic personality disorder
MONDO:0002410	pyeloureteritis cystica
MONDO:0016849	Nakajo-Nishimura syndrome
MONDO:0002416	ethmoid sinus squamous cell carcinoma
MONDO:0002415	bone carcinoma
MONDO:0002414	gastric hemangioma
MONDO:0016845	21q22.11q22.12 microdeletion syndrome
MONDO:0018860	Microlissencephaly-micromelia syndrome
MONDO:0002419	transient tic disorder
MONDO:0002418	ethmoid sinus adenocarcinoma
MONDO:0016841	20p12.3 microdeletion syndrome
MONDO:0016840	trisomy 17p
MONDO:0016843	20q13.33 microdeletion syndrome
MONDO:0014110	cataract 15 multiple types
MONDO:0021116	luminal A breast carcinoma
MONDO:0009325	deafness-enamel hypoplasia-nail defects syndrome
MONDO:0014113	cardiofaciocutaneous syndrome 3
MONDO:0015994	muscular dystrophy-white matter spongiosis syndrome
MONDO:0021111	ureter neoplasm
MONDO:0013720	complement component 4b deficiency
MONDO:0021110	sweat gland adenoma
MONDO:0021656	nongerminomatous germ cell tumor
MONDO:0005992	trichinosis
MONDO:0005991	trench fever
MONDO:0005990	tracheitis
MONDO:0005997	tricuspid valve stenosis
MONDO:0005996	trichuriasis
MONDO:0005995	trichostrongylosis
MONDO:0005994	trichostrongyloidiasis
MONDO:0005999	tuberculous empyema
MONDO:0005998	trombiculiasis
MONDO:0021658	vascular ectasia
MONDO:0021659	combined carcinoid and adenocarcinoma
MONDO:0018488	rare genetic odontal or periodontal disorder
MONDO:0010534	X-linked spinocerebellar ataxia type 4
MONDO:0017129	genetic cardiac tumor
MONDO:0010003	Rowley-Rosenberg syndrome
MONDO:0019742	late-onset nephronophthisis
MONDO:0020298	Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15
MONDO:0014361	autism spectrum disorder due to AUTS2 deficiency
MONDO:0015521	juvenile or adult CACH syndrome
MONDO:0003954	angiokeratoma of Fordyce
MONDO:0013860	idiopathic membranous glomerulonephritis
MONDO:0013861	amyotrophic lateral sclerosis type 17
MONDO:0013862	immunodeficiency, common variable, 7
MONDO:0013464	episodic ataxia type 5
MONDO:0013864	Cornelia de Lange syndrome 4
MONDO:0021389	neoplasm of aortic body
MONDO:0013866	neuronal ceroid lipofuscinosis 11
MONDO:0013867	brown-Vialetto-van Laere syndrome 2
MONDO:0013868	POROK7
MONDO:0013869	adenine phosphoribosyltransferase deficiency
MONDO:0021386	neoplasm of mediastinum
MONDO:0021380	neoplasm of myocardium
MONDO:0021381	neoplasm of pericardium
MONDO:0015526	cold-induced sweating syndrome
MONDO:0020032	rare urinary tract tumor
MONDO:0015525	congenital pseudoarthrosis of the limbs
MONDO:0021091	papillary cystadenoma
MONDO:0020035	rare otorhinolaryngologic tumor
MONDO:0015524	hyperplastic polyposis syndrome
MONDO:0009328	hemangiomatosis, cutaneous, with associated features
MONDO:0009457	immunoglobulin d level 1N plasma, low
MONDO:0015039	lissencephaly with cerebellar hypoplasia type F
MONDO:0020037	rare gynecological tumor
MONDO:0015038	lissencephaly with cerebellar hypoplasia type E
MONDO:0015197	aneurysm of sinus of Valsalva
MONDO:0020036	rare nervous system tumor
MONDO:0020293	ascending aorta anomaly
MONDO:0020467	mosaic monosomy X
MONDO:0010406	chromosome Xp11.22 duplication syndrome
MONDO:0020292	congenital anomaly of the great arteries
MONDO:0004158	pancreatic invasive mucinous cystadenocarcinoma
MONDO:0004159	pancreatic non-invasive mucinous cystadenocarcinoma
MONDO:0004155	adult central nervous system embryonal carcinoma
MONDO:0004156	pancreatic colloid cystadenocarcinoma
MONDO:0004150	breast giant fibroadenoma
MONDO:0004151	spinal meninges cancer
MONDO:0004152	postgerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma
MONDO:0004153	pediatric CNS embryonal cell carcinoma
MONDO:0004482	fibroosseous pseudotumor of digits
MONDO:0004483	thyroid Hurthle cell adenoma
MONDO:0004481	pancreatic intraductal papillary-mucinous neoplasm with an associated invasive carcinoma
MONDO:0004486	endocervical type cervical adenomyoma
MONDO:0004487	endometrial type cervical adenomyoma
MONDO:0004484	gallbladder melanoma
MONDO:0004485	interstitial myocarditis
MONDO:0011310	long chain fatty acids, defect 1N transport of
MONDO:0011647	Alzheimer's disease 7
MONDO:0004488	cervical atypical polypoid adenomyoma
MONDO:0004489	fallopian tube gestational choriocarcinoma
MONDO:0011314	Graves disease, susceptibility to, 2
MONDO:0011643	permanent neonatal diabetes mellitus
MONDO:0011316	osteosclerotic chondrodysplasia, lethal, with intracellular inclusions
MONDO:0011641	Baculum, congenital absence of
MONDO:0000819	anencephaly
MONDO:0020469	48,XYYY syndrome
MONDO:0000811	anomalous left coronary artery from the pulmonary artery
MONDO:0000810	DMD-related dilated cardiomyopathy
MONDO:0000813	cardiac tuberculosis
MONDO:0000812	spinal disease
MONDO:0000815	fetal nicotine spectrum disorder
MONDO:0000814	B-cell adult acute lymphocytic leukemia
MONDO:0000817	corneal opacification and other ocular anomalies
MONDO:0000816	abdominal obesity-metabolic syndrome
MONDO:0007289	cataract 13 with adult i phenotype
MONDO:0007288	cataract 6 multiple types
MONDO:0005471	neurally mediated hypotension
MONDO:0015861	rare uterine adnexal tumor
MONDO:0002679	cerebral infarction
MONDO:0002678	pediatric fibrosarcoma
MONDO:0007281	cataract 4 multiple types
MONDO:0007280	cataract 8 multiple types
MONDO:0007283	cataract 42
MONDO:0002674	stricture or kinking of ureter
MONDO:0007285	cataract 1 multiple types
MONDO:0002672	prostate signet ring cell adenocarcinoma
MONDO:0002671	breast signet ring cell adenocarcinoma
MONDO:0002670	ampulla of Vater adenocarcinoma
MONDO:0004738	histidine metabolism disease
MONDO:0004739	urea cycle disorder
MONDO:0008988	citrullinemia type I
MONDO:0003108	cervicomedullary junction neoplasm
MONDO:0003109	foramen magnum meningioma
MONDO:0004730	speech disorder
MONDO:0003107	infratentorial cancer
MONDO:0003104	epicardium cancer
MONDO:0003105	prostate disease
MONDO:0016476	Beckwith-Wiedemann syndrome due to CDKN1C mutation
MONDO:0003103	nerve root neoplasm
MONDO:0003100	nerve plexus neoplasm
MONDO:0004737	homocystinuria
MONDO:0010673	Modifier, X-linked, for Neurofunctional defects
MONDO:0020437	atrial septal defect, ostium primum type
MONDO:0009246	Friedreich ataxia and congenital glaucoma
MONDO:0014259	neuronopathy, distal hereditary motor, type 2D
MONDO:0007199	blepharochalasis, superior
MONDO:0004787	cervical Mullerian papilloma
MONDO:0019012	Carpenter syndrome
MONDO:0019011	Charcot-Marie-Tooth disease type 1
MONDO:0019010	congenital isolated hyperinsulinism
MONDO:0019017	short fifth metacarpals-insulin resistance syndrome
MONDO:0019016	maternally-inherited progressive external ophthalmoplegia
MONDO:0019015	omphalocele
MONDO:0019014	mutilating palmoplantar keratoderma with periorificial keratotic plaques
MONDO:0019019	osteogenesis imperfecta
MONDO:0019018	Tako-tsubo cardiomyopathy
MONDO:0009245	Friedreich ataxia
MONDO:0016825	mitochondrial myopathy-lactic acidosis-deafness syndrome
MONDO:0021096	papillary epithelial neoplasm
MONDO:0015503	nose and cavum anomaly
MONDO:0000381	infiltrating renal pelvis transitional cell carcinoma
MONDO:0013254	microcephaly, seizures, and developmental delay
MONDO:0012462	autosomal recessive frontotemporal pachygyria
MONDO:0009244	Freesia Flowers, Inability to smell
MONDO:0012466	Parkinson disease 13, autosomal dominant, susceptibility to
MONDO:0017126	Oculo-skeletal-renal syndrome
MONDO:0007985	Metatarsus varus, type 1
MONDO:0005289	paranasal sinus neoplasm
MONDO:0005288	intestinal polyp (disease)
MONDO:0005287	developmental disability
MONDO:0005286	palatal neoplasm
MONDO:0005285	kidney stone
MONDO:0005284	chronic progressive multiple sclerosis
MONDO:0005283	retinal disease
MONDO:0005282	cutaneous lupus erythematosus
MONDO:0005281	gallbladder disease
MONDO:0005280	prostatitis
MONDO:0017379	polyneuropathy-intellectual disability-acromicria-premature menopause syndrome
MONDO:0007829	cholestasis, intrahepatic, of pregnancy, 1
MONDO:0003878	malignant choroid melanoma
MONDO:0016894	partial deletion of the short arm of chromosome 16
MONDO:0008345	idiopathic pulmonary fibrosis
MONDO:0007824	incisors, lower central, absence of
MONDO:0007827	inclusion body myositis
MONDO:0008346	siderosis
MONDO:0007821	immunoglobulin Switch sequences
MONDO:0008340	congenital ptosis
MONDO:0007823	insulin receptors, familial Increase 1N
MONDO:0007822	incisors, long upper central
MONDO:0017121	syndrome with a Dandy-Walker malformation as major feature
MONDO:0004396	cervical spinal canal and spinal cord meningioma
MONDO:0007554	generalized epidermolysis bullosa simplex, non-Dowling-Meara type
MONDO:0014631	hypomagnesemia, seizures, and mental retardation
MONDO:0017172	mucopolysaccharidosis type 6, slowly progressing
MONDO:0017230	autosomal semi-dominant severe lipodystrophic laminopathy
MONDO:0004394	maxillary sinus squamous cell carcinoma
MONDO:0013982	ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant
MONDO:0006417	small intestinal diffuse large b-cell lymphoma
MONDO:0006416	small intestinal Burkitt lymphoma
MONDO:0006414	skin sarcoma
MONDO:0006413	skin basosquamous cell carcinoma
MONDO:0006412	sinus histiocytosis with massive lymphadenopathy
MONDO:0006411	sinonasal undifferentiated carcinoma
MONDO:0006410	simple endometrial hyperplasia
MONDO:0003872	ovarian papillary cystadenoma
MONDO:0009200	eyebrow duplication-syndactyly syndrome
MONDO:0006419	small intestinal intraepithelial neoplasia
MONDO:0003873	ovarian surface papilloma
MONDO:0005469	orthostatic hypotension (disease)
MONDO:0000108	bacteremia, susceptibility
MONDO:0003870	childhood brainstem astrocytoma
MONDO:0021099	intraductal papillomatosis
MONDO:0005463	aortic valve calcification (disease)
MONDO:0005462	primitive neuroectodermal tumor
MONDO:0005461	endometrial adenocarcinoma
MONDO:0005460	swine influenza
MONDO:0000107	auriculocondylar syndrome
MONDO:0005466	hypersomnia (disease)
MONDO:0000105	anemia, nonspherocytic hemolytic
MONDO:0005464	rhegmatogenous retinal detachment
MONDO:0018278	congenital muscular dystrophy with intellectual disability
MONDO:0018279	congenital muscular dystrophy without intellectual disability
MONDO:0021541	hemangioma of retina
MONDO:0018274	GM3 synthase deficiency
MONDO:0018275	salt and pepper syndrome
MONDO:0018276	muscular dystrophy-dystroglycanopathy
MONDO:0018277	congenital muscular dystrophy with cerebellar involvement
MONDO:0018270	extraosseous Ewing's sarcoma
MONDO:0018271	peripheral primitive neuroectodermal tumor
MONDO:0018273	XYLT1-CDG
MONDO:0010069	spondylocostal dysostosis-anal and genitourinary malformations syndrome
MONDO:0010068	spondyloepimetaphyseal dysplasia, Sponastrime type
MONDO:0015019	Yao syndrome; YAOS
MONDO:0015018	ichthyosis, congenital, autosomal recessive 12; ARCI12
MONDO:0010061	autosomal recessive cerebellar ataxia-blindness-deafness syndrome
MONDO:0015540	hemophagocytic lymphohistiocytosis
MONDO:0015015	congenital bile acid synthesis defect 6
MONDO:0010062	spinocerebellar ataxia-dysmorphism syndrome
MONDO:0000313	hypophosphatemia
MONDO:0010064	spastic ataxia-corneal dystrophy syndrome
MONDO:0010067	Splenoportal vascular anomalies
MONDO:0009833	Shwachman-Diamond syndrome
MONDO:0013268	frontonasal dysplasia with alopecia and genital anomaly
MONDO:0013269	autosomal recessive nonsyndromic deafness 91
MONDO:0019909	ring chromosome 16
MONDO:0019908	ring chromosome 15
MONDO:0014768	CADASIL 2
MONDO:0014769	inherited oocyte maturation defect
MONDO:0013262	dilated cardiomyopathy 1S
MONDO:0013263	retinitis pigmentosa 54
MONDO:0013260	EOE2
MONDO:0013261	dilated cardiomyopathy 1R
MONDO:0013266	mental retardation, autosomal dominant 20
MONDO:0013267	chromosome 16p11.2 deletion syndrome, 220kb
MONDO:0013264	amyotrophic lateral sclerosis type 12
MONDO:0013265	autism, susceptibility to, 17
MONDO:0009270	genito-palato-cardiac syndrome
MONDO:0008738	aganglionosis, total intestinal
MONDO:0008739	agenesis of cerebral white matter
MONDO:0008734	adrenocortical carcinoma, hereditary
MONDO:0008735	adrenocortical Unresponsiveness to Acth with postreceptor defect
MONDO:0008736	peroxisome biogenesis disorder 2B
MONDO:0008737	congenital afibrinogenemia
MONDO:0008730	congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency
MONDO:0008731	familial adrenal hypoplasia with absent pituitary luteinizing hormone
MONDO:0008732	adrenal hypoplasia, Cytomegalic type
MONDO:0008733	familial glucocorticoid deficiency
MONDO:0017947	ABeta amyloidosis, Italian type
MONDO:0018059	meningococcal meningitis
MONDO:0017945	ABetaL34V amyloidosis
MONDO:0017944	invasive non-typhoidal salmonellosis
MONDO:0017943	autoerythrocyte sensitization syndrome
MONDO:0017942	Hendra virus infection
MONDO:0017941	chikungunya
MONDO:0017940	autosomal dominant Charcot-Marie-tooth disease type 2 due to KIF5A mutation
MONDO:0018050	tibial aplasia-ectrodactyly syndrome
MONDO:0018051	Jessner lymphocytic infiltration of the skin
MONDO:0018052	hypoplastic tibiae-postaxial polydactyly syndrome
MONDO:0018053	trichothiodystrophy
MONDO:0018054	familial atrial fibrillation
MONDO:0018055	pediatric hepatocellular carcinoma
MONDO:0017949	ABeta amyloidosis, Arctic type
MONDO:0017948	ABetaA21G amyloidosis
MONDO:0013711	peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome
MONDO:0017234	inherited prion disease
MONDO:0016674	46,XY partial gonadal dysgenesis
MONDO:0013086	NBLST6
MONDO:0013087	bronchiectasis with or without elevated sweat chloride 2
MONDO:0013084	NBLST4
MONDO:0013085	NBLST5
MONDO:0013082	Hirschsprung disease-ganglioneuroblastoma syndrome
MONDO:0013083	neuroblastoma, susceptibility to, 3
MONDO:0013080	primary biliary cholangitis 3
MONDO:0013081	lymphoproliferative syndrome 1
MONDO:0016672	hereditary persistence of fetal hemoglobin-sickle cell disease syndrome
MONDO:0013088	FL1
MONDO:0013089	SCZD13
MONDO:0009836	pancreatitis, sclerosing cholangitis, and sicca complex
MONDO:0014931	Alazami-Yuan syndrome; ALYUS
MONDO:0011884	hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome
MONDO:0001504	fetishism
MONDO:0001505	alcoholic hepatitis
MONDO:0001506	prostatocystitis
MONDO:0001507	viral labyrinthitis
MONDO:0001500	gender identity disorder
MONDO:0001501	retroperitoneal sarcoma
MONDO:0001502	retroperitoneum carcinoma
MONDO:0001503	primary eye hypotony
MONDO:0010685	MYP1
MONDO:0010684	X-linked myopathy with excessive autophagy
MONDO:0010687	nephrolithiasis, X-linked recessive, with renal failure
MONDO:0010686	N syndrome
MONDO:0001508	patulous eustachian tube
MONDO:0001509	endocrine exophthalmos
MONDO:0010683	X-linked centronuclear myopathy
MONDO:0010682	myoclonic epilepsy, progressive
MONDO:0014930	mental retardation, autosomal recessive 56; MRT56
MONDO:0011885	tubulointerstitial nephritis and uveitis syndrome
MONDO:0016739	yolk sac tumor of central nervous system
MONDO:0017393	blepharophimosis-intellectual disability syndrome
MONDO:0006060	nasopharyngeal squamous cell carcinoma
MONDO:0017415	multiple pterygium syndrome
MONDO:0017414	rare nevus
MONDO:0017417	renal-hepatic-pancreatic dysplasia
MONDO:0012688	cataract 17 multiple types
MONDO:0012131	metaphyseal Undermodeling, spondylar dysplasia, and overgrowth
MONDO:0012130	myofibrillar myopathy 2
MONDO:0012133	lateral semicircular canal malformation, familial, with external and middle ear abnormalities
MONDO:0012132	colorectal cancer, susceptibility to, 1
MONDO:0012683	pontocerebellar hypoplasia type 6
MONDO:0012682	susceptibility to infection due to TYK2 deficiency
MONDO:0012681	FEB7
MONDO:0012680	nephronophthisis 7
MONDO:0012139	macular dystrophy, retinal, 3
MONDO:0012138	muscular dystrophy-dystroglycanopathy type B6
MONDO:0012685	MAFD5
MONDO:0012684	arrhythmogenic right ventricular dysplasia 12
MONDO:0016348	non-genetic cardiac rhythm disease
MONDO:0014041	autism, susceptibility to, 19
MONDO:0004909	urethral gland abscess
MONDO:0004907	alopecia
MONDO:0004905	intestinal disaccharidase deficiency
MONDO:0004904	toxic maculopathy
MONDO:0004903	deep keratitis
MONDO:0004902	interstitial keratitis
MONDO:0004901	lingual-facial-buccal dyskinesia
MONDO:0004900	peripheral vertigo
MONDO:0018066	trisomy X
MONDO:0014936	Tokita-Kim syndrome; TOKIMS
MONDO:0011887	cataract, congenital, with mental impairment and Dentate gyrus atrophy
MONDO:0014842	mental retardation, autosomal dominant 41; MRD41
MONDO:0005449	conduction system disorder
MONDO:0014841	trichothiodystrophy 6, nonphotosensitive; TTD6
MONDO:0005448	hepatitis C induced liver cirrhosis
MONDO:0011813	polydactyly, postaxial, type A3
MONDO:0011812	Duane-radial ray syndrome
MONDO:0011811	autosomal recessive cerebellar ataxia-saccadic intrusion syndrome
MONDO:0011810	horizontal gaze palsy with progressive scoliosis
MONDO:0011817	coronary heart disease, susceptibility to, 1
