drugbank_id	name	type	groups	atc_codes	categories	inchikey	inchi	inchikeys	synonyms	unii	uniis	external_identifiers	extra_names	brands	molecular_forula	molecular_formular_experimental	gene_sequence	amino_acid_sequence	sequence	description
DB01432	Cholestyramine	small molecule	['approved']	['C10AC01']	Anion Exchange Resins|Anticholesteremic Agents|Antimetabolites|Benzene Derivatives|Benzylidene Compounds|Bile Acid Sequestrants|Biomedical and Dental Materials|Cardiovascular System|Chemical Actions and Uses|Hydrocarbons|Hydrocarbons, Aromatic|Hydrocarbons, Cyclic|Hypolipidemic Agents|Ion Exchange Resins|Laboratory Chemicals|Lipid Modifying Agents|Lipid Modifying Agents, Plain|Lipid Regulating Agents|Macromolecular Substances|Manufactured Materials|Molecular Mechanisms of Pharmacological Action|Noxae|Organic Chemicals|Pharmacologic Actions|Plastics|Polymers|Polystyrenes|Specialty Uses of Chemicals|Styrene|Styrenes|Technology, Industry, and Agriculture|Therapeutic Uses|Toxic Actions			[]	Cholestyramine resin|Colestyramine	4B33BGI082	[]	Drugs Product Database (DPD):10235|PharmGKB:PA448974|Wikipedia:Cholestyramine|ChEMBL:CHEMBL1201625	[]	Cholybar|Locholest|Locholest light|Questran Light						Cholestyramine or colestyramine is a bile acid sequestrant. Bile acid sequestrants are polymeric compounds which serve as ion exchange resins. Cholestyramine resin is quite hydrophilic, but insoluble in water.
DB01448	19-Nor-4-androstenedione	small molecule	experimental|illicit	[]	[]			[]	[]		[]	[]	[]	[]						
DB01510	Dehydrochloromethyltestosterone	small molecule	experimental|illicit	[]	[]			[]	[]		[]	[]	[]	[]						
DB01572	17Alpha-methyl-delta1-dihydrotestosterone	small molecule	experimental|illicit	[]	[]			[]	[]		[]	[]	[]	[]						
DB03378	4-Amino-1-[(1s,3r,4r,7s)-7-Hydroxy-1-(Hydroxymethyl)-2,5-Dioxabicyclo[2.2.1]Hept-3-Yl]-5-Methylpyrimidin-2(1h)-One	small molecule	['experimental']	[]	[]			[]	[]		[]	[]	[]	[]						
DB04848	AZD0947	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						AZD0947 is a K+ channel opener, which was under investigation by AstraZeneca for the treatment of overactive bladder. As of March 2003, the drug was in phase II trials; however, as of October 2004, it no longer appeared on the company’s development pipeline.
DB04893	AZD3409	small molecule	['investigational']	[]	Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring			[]	[]		[]	[]	[]	[]						AZD3409 is a farnesyl-transferase inhibitor (FAR) indicated for the treatment of solid tumors. Phase I trials were initiated January 2003, and were ongoing as of February 2004. As of February 2007 the development of AZD3409 had been discontinued.
DB04901	Galiximab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	['Anti-CD80 monoclonal antibody']	S9OX9692ZB	[]	KEGG Drug:D04295|Wikipedia:Galiximab	[]	['GVAX']						Galiximab is a chimeric monoclonal antibody which is used as an immunosuppressive drug.
DB04904	Amolimogene	biotech	['investigational']	[]	Nucleic Acids|Nucleic Acids, Nucleotides, and Nucleosides			[]	['ZYC101a']		[]	[]	[]	[]						Amolimogene is an investigational therapeutic designed to specifically augment the body's defensive response to human papillomavirus (HPV). Amolimogene was biologically engineered as a targeted therapy for the treatment of cervical dysplasia.
DB04907	EG009	biotech	['investigational']	['L01XX37']	Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|Enzymes|Enzymes and Coenzymes|Genetic Therapy|Phosphotransferases|Phosphotransferases (Alcohol Group Acceptor)|Transferases			[]	['Sitimagene ceradenovec']		[]	[]	[]	['Cerepro']						Cerepro is a novel gene-based product for the treatment of patients with operable high grade glioma, a type of malignant brain tumour, given in addition to standard surgery and radiotherapy/chemotherapy. It is being developed by Ark Therapeutics.
DB04914	G17DT	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Biological Products|Chemical Actions and Uses|Complex Mixtures|Gastrointestinal Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Immunization|Nerve Tissue Proteins|Neuropeptides|Peptide Hormones|Peptides|Pharmacologic Actions|Physiological Effects of Drugs|Proteins|Vaccines			[]	Antigastrin 17|Gastrin 17 immunogen|Gastrin 17 vaccine		[]	[]	[]	Gastrimmune|Insegia						G17DT is a vaccine that neutralises gastrin-17, a hormone required for the growth of a number of cancers of the gastrointestinal tract. It is in phase III trials for advanced pancreatic cancer as a monotherapy and in combination with gemcitabine. It is also in a phase II/III trial for advanced stomach cancer in combination with 5-fluorouracil and cisplatin and in a late phase II trial for advanced colorectal cancer in combination with irinotecan.
DB04927	NM100060	small molecule	['investigational']	[]	[]			[]	[]		[]	['Wikipedia:NM100060']	[]	['InnoNyx']						NM100060 is NexMed's proprietary nail lacquer treatment for onychomycosis (nail fungal infection).
DB04928	XP12B	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						XP12B is being developed by Xanodyne Pharmaceuticals for the treatment of menorrhagia (heavy menstrual bleeding). It was granted Fast Track status for this indication by the FDA in November 2004.
DB04929	DG031	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						DG031, deCODE genetics's lead compound, is being developed for the prevention of myocardial infarction, or heart attack.
DB04932	Defibrotide	biotech	approved|investigational	['B01AX01']	Aptamers, Nucleotide|Blood and Blood Forming Organs|Carbohydrates|Cardiovascular Agents|Chemical Actions and Uses|Fibrin Modulating Agents|Fibrinolytic Agents|Glycosides|Hematologic Agents|Molecular Mechanisms of Pharmacological Action|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Pharmacologic Actions|Platelet Aggregation Inhibitors|Polynucleotides|Therapeutic Uses			[]	[]		['L7CHH2B2J0']	Drugs Product Database (DPD):22880|PharmGKB:PA164749105|Wikipedia:Defibrotide|ChEMBL:CHEMBL2108396	['Defibrotide sodium']	Dasovas|Noravid|Prociclide						Defibrotide is the sodium salt of a mixture of single-stranded oligodeoxyribonucleotides derived from porcine mucosal DNA. It has been shown to have antithrombotic, anti-inflammatory and anti-ischemic properties (but without associated significant systemic anticoagulant effects). It is marketed under the brand names Dasovas (FM), Noravid, and Prociclide in a variety of countries. In the USA it is was approved in March, 2016 as Defitelio.
DB04941	Crofelemer	small molecule	['approved']	[]	Benzopyrans|Biomedical and Dental Materials|Biopolymers|Chemical Actions and Uses|Chromans|Chromones|Flavonoids|Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring|Heterocyclic Compounds, 2-Ring|Macromolecular Substances|Manufactured Materials|Polymers|Pyrans|Specialty Uses of Chemicals|Tannins|Technology, Industry, and Agriculture			[]	Provir|SP-303	PY79D6C8RX	[]	KEGG Drug:D03605|Wikipedia:Crofelemer|ChEMBL:CHEMBL2108184	[]	[]						Crofelemer, previously known as the investigational drug SP-303, is a novel proanthocyanidin purified from the bark latex of the Amazonian Croton tree <i>Croton lechleri</i>. It is marketed under the brand name Fulyzaq and indicated for the symptomatic treatment of non-infectious diarrhea in adult patients with HIV/AIDS who are taking antiretroviral therapy.
DB04943	LX201	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						LX201 is a silicone matrix ocular implant that provides sustained release of cyclosporine A (CsA) locally to the eye over the course of one year. LX201 is implanted subconjunctivally (beneath the transparent membrane covering the white of the eye) in a minimally invasive procedure. The implant is being developed clinically for the prevention of rejection in corneal transplantation. It is being developed by Lux Biosciences, Inc.
DB04950	Ranpirnase	biotech	['investigational']	[]	Antineoplastic Agents|Chemical Actions and Uses|Egg Proteins|Enzyme Inhibitors|Enzymes|Enzymes and Coenzymes|Esterases|Hydrolases|Molecular Mechanisms of Pharmacological Action|Pharmacologic Actions|Protein Synthesis Inhibitors|Rana pipiens|Therapeutic Uses			[]	[]	ZE15FIT23E	[]	['Wikipedia:Ranpirnase']	[]	['Onconase']						Ranpirnase is a ribonuclease enzyme found in <i>Rana pipiens</i> oocytes. It is being studied in the treatment of cancer. It is manufactured by Alfacell Corporation. It is the first ribonuclease to enter cancer clinical trials.
DB04955	Pumactant	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	AdSurf|Alec						Pumactant is a synthetic surfactant used for treating respiratory distress syndrome in neonates. It is a unique formulation of the naturally occurring phospholipids Dipalmitoylphosphatidycholine (DPPC) and Phosphatidyl Glycerol (PG).
DB04956	Afelimomab	biotech	['investigational']	['L04AB03']	Amino Acids, Peptides, and Proteins|Antibodies|Antineoplastic and Immunomodulating Agents|Blood Proteins|Chemical Actions and Uses|Globulins|Immunoglobulins|Immunologic Factors|Immunoproteins|Immunosuppressive Agents|Pharmacologic Actions|Physiological Effects of Drugs|Proteins|Serum Globulins|Tumor Necrosis Factor Alpha (TNF-?) Inhibitors			[]	Fab 2|MAK 195F	6SC756X51V	[]	['Wikipedia:Afelimomab']	[]	['Segard']						Afelimomab (also known as Fab 2 or MAK 195F) is an anti-TNF-? monoclonal antibody. Administration of 195F reduces the concentration of interleukin-6 in patients with sepsis.
DB04958	Epratuzumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	anti-CD22 IgG|humanised anti-CD22 antibody	3062P60MH9	[]	['Wikipedia:Epratuzumab']	[]	['LymphoCide']						Epratuzumab is a humanized monoclonal antibody derived from the murine IG2a monotclonal antibody, LL2 (EPB-2).  Potential uses may be found in oncology and in treatment of inflammatory autoimmune disorders, such as lupus (SLE).
DB04962	Bectumomab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	[]		[]	['Wikipedia:Bectumomab']	[]	['LymphoScan']						Bectumomab (marketed under the trade name LymphoScan®) is a mouse monoclonal antibody and which it's used to treat non-Hodgkin's lymphoma. It has a radioisotope, technetium (99m TC) which it's added.
DB04963	rhGAD65	biotech	['investigational']	[]	[]			[]	['Recombinant human GAD65']		[]	['UniProtKB:Q05329']	[]	['Diamyd']						rhGAD65 (recombinant human glutamic acid decarboxylase) is a vaccine being developed to treat insulin dependent type 1 diabetes.
DB04964	Oregovomab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|CA-125 Antigen|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	B43.13|MOAB B43.13|Monoclonal antibody B43.13|Oregovamab	HX101E7L6S	[]	[]	[]	['OvaRex']						Oregovomab is a murine monoclonal antibody that attaches to the tumor-associated antigen CA125.
DB04968	PH94B	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						PH94B is being developed by Pherin Pharmaceuticals, Inc. for the treatment of social phobias (generalized anxiety disorder). It is a member of a new family of pharmaceutical compounds called vomeropherins.
DB04969	NV1020	biotech	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						NV1020, a genetically engineered herpes simplex virus, is a novel anticancer therapeutic.
DB04971	Reglixane	small molecule	['investigational']	[]	Azoles|Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring			[]	['JTT-501']		[]	[]	[]	[]						Reglixane, an isoxazolidine-3,5-dione derivative, is being developed by Pfizer for the treatment of diabetes. It is the first non-thiazolidenedione to enter clinical trials.
DB04973	LErafAON	biotech	['investigational']	[]	Carbohydrates|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Oligonucleotides|Polynucleotides			[]	[]		[]	[]	[]	[]						NeoPharm is developing liposome-encapsulated, c-Raf antisense oligodeoxynucleotides (LErafAON) for the potential treatment of various solid tumors, including those that have become resistant to radiation or chemotherapy. Phase I/II trials commenced in March 2001 and were ongoing as of June 2003.
DB04974	AP1903	small molecule	['investigational']	[]	['Cross-Linking Reagents']			[]	[]		[]	[]	[]	[]						
DB04978	SP1049C	small molecule	['investigational']	[]	Alcohols|Aminoglycosides|Anthracyclines|Biomedical and Dental Materials|Carbohydrates|Chemical Actions and Uses|Daunorubicin|Ethylene Glycols|Glycols|Glycosides|Hydrocarbons|Hydrocarbons, Aromatic|Hydrocarbons, Cyclic|Macromolecular Substances|Manufactured Materials|Naphthacenes|Organic Chemicals|Polycyclic Compounds|Polycyclic Hydrocarbons, Aromatic|Polyethylene Glycols|Polymers|Specialty Uses of Chemicals|Technology, Industry, and Agriculture			[]	[]		[]	[]	[]	[]						SP1049C is a novel anthracycline chemotherapeutic agent designed to overcome drug resistance in a number of cancers. It has successfully completed Phase 1 trials. Phase 2 results are currently under final review. Preliminary data, in its first clinically tested indication, shows that SP1049C is active in Stage IV non-resectable adenocarcinoma of the oesophagus. Median survival is encouraging and correlates strongly with dose levels.
DB04979	AVR118	biotech	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						AVR118 represents a new type of biopolymer chemistry that also possesses novel immunomodulator activity. This non-toxic peptide-nucleic acid, which to date has shown no indication of human toxicity, appears to stimulate the proinflammatory responses required to combat viral infections such as AIDS and human papilloma virus and to dampen aberrant autoimmune-type inflammatory responses. AVR118 is being studied for the promise shown in its ability to mitigate the toxic side effects of other drugs (including those used to treat HIV infection and chemotherapeutic drugs employed in the treatment of cancers); for its ability to stimulate the immune system to attack tumor cells (especially those cancer cells that have been damaged by chemotherapeutic agents) and for its ability to treat cachexia (wasting) in patients with AIDS or cancer.
DB04980	Lemuteporfin	small molecule	['investigational']	[]	Alcohols|Azoles|Biological Factors|Glycols|Heterocyclic Compounds|Heterocyclic Compounds with 4 or More Rings|Heterocyclic Compounds, 1-Ring|Macrocyclic Compounds|Organic Chemicals|Pigments, Biological|Polycyclic Compounds|Pyrroles|Tetrapyrroles			[]	[]	EZ109VJ012	[]	[]	[]	[]						Lemuteporfin, under development by QLT Incorporated, is a benzoporphyrin-derived chlorin-like photosensitizer. It is intended for the treatment of beign prostatic hyperplasia.
DB04981	CG7870	biotech	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						CG7870 is an oncolytic virus therapy for prostate cancer. It is a replication-selective, prostate-specific antigen-targeted oncolytic adenovirus, for the treatment of hormone-refractory, metastatic prostate cancer.
