hpo id 	 hpo name 	 umls cui 
HP:0000824	growth hormone deficiency	C3714796
HP:0000825	hyperinsulinemic hypoglycemia	C1864903
HP:0000826	precocious puberty	C0034013
HP:0000828	abnormality of the parathyroid gland	C0030517|C4025822
HP:0000829	hypoparathyroidism	C0020626
HP:0000830	anterior hypopituitarism	C4025821
HP:0000831	insulin-resistant diabetes mellitus	C0854110
HP:0000832	primary hypothyroidism	C0700502
HP:0000833	glucose intolerance	C0271650
HP:0000834	abnormality of the adrenal glands	C0001621|C4021794
HP:0000835	adrenal hypoplasia	C0342491|C1846223
HP:0000836	hyperthyroidism	C0020550
HP:0000837	increased circulating gonadotropin level	C1862265
HP:0000839	pituitary dwarfism	C0013338
HP:0000840	adrenogenital syndrome	C0302280
HP:0000841	hyperactive renin-angiotensin system	C1846345|C3150267
HP:0000842	hyperinsulinemia	C0020459
HP:0000843	hyperparathyroidism	C0020502
HP:0000845	growth hormone excess	C0001206|C0235986
HP:0000846	adrenal insufficiency	C0001623
HP:0000848	increased circulating renin level	C0240783
HP:0000851	congenital hypothyroidism	C0010308
HP:0000852	pseudohypoparathyroidism	C0033806
HP:0000853	goiter	C0018021
HP:0000854	thyroid adenoma	C0151468
HP:0000855	insulin resistance	C0021655
HP:0000857	neonatal insulin-dependent diabetes mellitus	C3278636
HP:0000858	menstrual irregularities	C0156404
HP:0000859	hyperaldosteronism	C0020428
HP:0000860	parathyroid hypoplasia	C1389851
HP:0000863	central diabetes insipidus	C0687720
HP:0000864	abnormality of the hypothalamus-pituitary axis	C4025819
HP:0000866	euthyroid multinodular goiter	C1846034
HP:0000867	secondary hyperparathyroidism	C0020503
HP:0000868	decreased fertility in females	C0151639
HP:0000869	secondary amenorrhea	C0232940
HP:0000870	prolactin excess	C0020514
HP:0000871	panhypopituitarism	C0242343
HP:0000872	hashimoto thyroiditis	C0677607
HP:0000873	diabetes insipidus	C0011848
HP:0000875	episodic hypertension	C1857175
HP:0000876	oligomenorrhea	C0028949
HP:0000877	insulin-resistant diabetes mellitus at puberty	C1837792
HP:0000878	11 pairs of ribs	C1839731
HP:0000879	short sternum	C0575497|C4020883
HP:0000882	hypoplastic scapulae	C1846434
HP:0000883	thin ribs	C0426818
HP:0000884	prominent sternum	C1846433
HP:0000885	broad ribs	C1848654
HP:0000886	deformed rib cage	C1838659
HP:0000887	cupped ribs	C0426826|C1865039
HP:0000888	horizontal ribs	C3806510
HP:0000889	abnormality of the clavicle	C4021792
HP:0000890	long clavicles	C0426808
HP:0000891	cervical ribs	C0158779
HP:0000892	bifid ribs	C0265695
HP:0000893	bulging of the costochondral junction	C1848538
HP:0000894	short clavicles	C0426799
HP:0000895	lateral clavicle hook	C0426805
HP:0000896	rib exostoses	C1835579
HP:0000897	rachitic rosary	C0426824
HP:0000900	thickened ribs	C0426820
HP:0000902	rib fusion	C1844749
HP:0000904	flaring of rib cage	C1854780
HP:0000905	progressive clavicular acroosteolysis	C1837757
HP:0000907	anterior rib cupping	C1846154
HP:0000910	wide-cupped costochondral junctions	C1861213
HP:0000911	flat glenoid fossa	C1855177
HP:0000912	sprengel anomaly	C0152438
HP:0000913	posterior rib fusion	C1842084
HP:0000914	shield chest	C1834124|C1839248
HP:0000915	pectus excavatum of inferior sternum	C1864796
HP:0000916	broad clavicles	C0426801
HP:0000917	superior pectus carinatum	C1864795
HP:0000918	scapular exostoses	C1851415
HP:0000920	enlargement of the costochondral junction	C1857180
HP:0000921	missing ribs	C0426816
HP:0000922	posterior rib cupping	C1837483
HP:0000923	beaded ribs	C0426824
HP:0000924	abnormality of the skeletal system	C4021790
HP:0000925	abnormality of the vertebral column	C4020882|C4021789
HP:0000926	platyspondyly	C1844704
HP:0000929	abnormality of the skull	C0235942
HP:0000930	elevated imprint of the transverse sinuses	C4025817
HP:0000931	thinning and bulging of the posterior fossa bones	C4021788|C4280608
HP:0000932	abnormality of the posterior cranial fossa	C3280768
HP:0000933	posterior fossa cyst at the fourth ventricle	C4025816
HP:0000934	chondrocalcinosis	C0553730
HP:0000935	thickened cortex of long bones	C1840418
HP:0000938	osteopenia	C0029453|C0747078
HP:0000939	osteoporosis	C0029456
HP:0000940	abnormal diaphysis morphology	C4021787
HP:0000941	short diaphyses	C4025815
HP:0000943	dysostosis multiplex	C0086795
HP:0000944	abnormality of the metaphysis	C4025814
HP:0000946	hypoplastic ilia	C1861218|C4280607
HP:0000947	dumbbell-shaped long bone	C2749582
HP:0000951	abnormality of the skin	C0037268|C0037274
HP:0000952	jaundice	C0022346
HP:0000953	hyperpigmentation of the skin	C0162834
HP:0000954	single transverse palmar crease	C0424731
HP:0000956	acanthosis nigricans	C0000889
HP:0000957	cafe-au-lait spot	C0221263|C0265974
HP:0000958	dry skin	C0151908|C0259817
HP:0000960	sacral dimple	C0426848
HP:0000961	cyanosis	C0010520
HP:0000962	hyperkeratosis	C0870082
HP:0000963	thin skin	C0423757
HP:0000964	eczema	C0013595
HP:0000965	cutis marmorata	C0263401
HP:0000966	hypohidrosis	C0020620
HP:0000967	petechiae	C0031256
HP:0000968	ectodermal dysplasia	C0013575
HP:0000969	edema	C0013604
HP:0000970	anhidrosis	C0003028
HP:0000971	abnormality of the sweat gland	C0038986|C0262643|C4020881
HP:0000972	palmoplantar hyperkeratosis	C0022596
HP:0000973	cutis laxa	C0010495|C2930812|C4280606
HP:0000974	hyperextensible skin	C0241074
HP:0000975	hyperhidrosis	C0020458|C0038990|C0700590
HP:0000976	eczematoid dermatitis	C0013595
HP:0000977	soft skin	C0241178|C1844592
HP:0000978	bruising susceptibility	C0013491|C0423798
HP:0000979	purpura	C0034150
HP:0000980	pallor	C0030232
HP:0000982	palmoplantar keratoderma	C0022596
HP:0000987	atypical scarring of skin	C4021786
HP:0000988	skin rash	C0015230
HP:0000989	pruritus	C0033774
HP:0000991	xanthomatosis	C0043325
HP:0000992	cutaneous photosensitivity	C0349506
HP:0000993	molluscoid pseudotumors	C1844597
HP:0000995	melanocytic nevus	C0027962|C4280269
HP:0000996	facial capillary hemangioma	C1858545
HP:0000997	axillary freckling	C1860335
HP:0000998	hypertrichosis	C0020555
HP:0000999	pyoderma	C0034212
HP:0001000	abnormality of skin pigmentation	C1260926
HP:0001001	abnormality of subcutaneous fat tissue	C4025813
HP:0001003	multiple lentigines	C0036651|C1328931
HP:0001004	lymphedema	C0024236|C0240278|C1835229
HP:0001005	dermatological manifestations of systemic disorders	C4025812
HP:0001006	hypotrichosis	C0020678
HP:0001007	hirsutism	C0019572
HP:0001008	accumulation of melanosomes in melanocytes	C1843389
HP:0001009	telangiectasia	C0039446|C1138421
HP:0001010	hypopigmentation of the skin	C0162835
HP:0001012	multiple lipomas	C0023798|C0745730
HP:0001013	eruptive xanthomas	C0221252
HP:0001014	angiokeratoma	C0002985
HP:0001015	prominent superficial veins	C1837785
HP:0001017	anemic pallor	C4025811
HP:0001018	abnormal palmar dermatoglyphics	C4025810
HP:0001019	erythroderma	C0011606
HP:0001022	albinism	C0001916|C0333913
HP:0001024	skin dimple over apex of long bone angulation	C1855815
HP:0001025	urticaria	C0042109
HP:0001026	penetrating foot ulcers	C4025809
HP:0001027	soft, doughy skin	C1849043
HP:0001028	hemangioma	C0018916
HP:0001029	poikiloderma	C0392777
HP:0001030	fragile skin	C0241181
HP:0001031	subcutaneous lipoma	C1403035
HP:0001032	absent distal interphalangeal creases	C1861349
HP:0001033	facial flushing after alcohol intake	C4025808
HP:0001034	hypermelanotic macule	C1842774
HP:0001036	parakeratosis	C0030436
HP:0001038	warfarin-induced skin necrosis	C1867638
HP:0001039	atheroeruptive xanthoma	C4025807
HP:0001040	multiple pterygia	C1867448
HP:0001041	facial erythema	C0005874|C0035854|C0239488|C4020880
HP:0001042	high axial triradius	C4025806
HP:0001043	prominent scalp veins	C1856542
HP:0001045	vitiligo	C0042900
HP:0001046	intermittent jaundice	C4025805
HP:0001047	atopic dermatitis	C0011615|C4280605
HP:0001048	cavernous hemangioma	C0018920
HP:0001049	absent dorsal skin creases over affected joints	C1861400
HP:0001050	plethora	C0232370
HP:0001051	seborrheic dermatitis	C0036508|C3806554
HP:0001052	nevus flammeus	C0235752
HP:0001053	hypopigmented skin patches	C1836735
HP:0001054	numerous nevi	C1849677
HP:0001055	erysipelas	C0014714|C0014733
HP:0001056	milia	C0345996
HP:0001057	aplasia cutis congenita	C0265989|C0282160
HP:0001058	poor wound healing	C1851789
HP:0001059	pterygium	C0033999
HP:0001060	axillary pterygia	C1844738
HP:0001061	acne	C0702166
HP:0001062	atypical nevus	C0205748
HP:0001063	acrocyanosis	C0221347
HP:0001065	striae distensae	C0152459
HP:0001067	neurofibromas	C0162678
HP:0001069	episodic hyperhidrosis	C1857171
HP:0001070	mottled pigmentation	C0860439|C4020879
HP:0001071	angiokeratoma corporis diffusum	C0002986
HP:0001072	thickened skin	C0334008|C4020878
HP:0001073	cigarette-paper scars	C1851828
HP:0001074	atypical nevi in non-sun exposed areas	C4021837
HP:0001075	atrophic scars	C0162154
HP:0001076	glabellar hemangioma	C1854408
HP:0001080	biliary tract abnormality	C0005424|C0549613
HP:0001081	cholelithiasis	C0008350
HP:0001082	cholecystitis	C0008325
HP:0001083	ectopia lentis	C0013581|C0023309
HP:0001084	corneal arcus	C0003742|C0339268
HP:0001085	papilledema	C0030353
HP:0001087	congenital glaucoma	C0020302
HP:0001088	brushfield spots	C1303007|C4280604
HP:0001089	iris atrophy	C0423319
HP:0001090	large eyes	C0423221|C1855852|C4280603
HP:0001092	absent lacrimal punctum	C0344509|C1867060
HP:0001093	optic nerve dysplasia	C2676026
HP:0001094	iridocyclitis	C0022073
HP:0001095	hypertensive retinopathy	C0152132
HP:0001096	keratoconjunctivitis	C0022573
HP:0001097	keratoconjunctivitis sicca	C0013238|C0022575|C0043349|C2930821
HP:0001099	fundus atrophy	C2673929
HP:0001100	heterochromia iridis	C0423318
HP:0001101	iritis	C0022081
HP:0001102	angioid streaks of the retina	C0002982
HP:0001103	abnormal macular morphology	C0730362
HP:0001104	macular hypoplasia	C1849412
HP:0001105	retinal atrophy	C0035304|C0521694
HP:0001106	periorbital hyperpigmentation	C1844606
HP:0001107	ocular albinism	C0078917
HP:0001112	leber optic atrophy	C0917796
HP:0001114	xanthelasma	C0155210|C0302314|C4280601|C4280602
HP:0001115	posterior polar cataract	C1850191
HP:0001116	macular coloboma	C1852767
HP:0001117	sudden loss of visual acuity	C4025803|C4072828|C4280600
HP:0001118	juvenile cataract	C0302254
HP:0001119	keratoglobus	C3887531
HP:0001120	abnormality of corneal size	C4025802
HP:0001123	visual field defect	C3887875
HP:0001125	transient unilateral blurring of vision	C1865332
HP:0001126	cryptophthalmos	C0311249
HP:0001128	trichiasis	C0221259
HP:0001129	large central visual field defect	C4025800
HP:0001131	corneal dystrophy	C0010036
HP:0001132	lens subluxation	C0023316
HP:0001133	constriction of peripheral visual field	C0235095
HP:0001134	anterior polar cataract	C1855179
HP:0001135	chorioretinal dystrophy	C1857627
HP:0001136	retinal arteriolar tortuosity	C1843517
HP:0001137	alternating esotropia	C0152205
HP:0001138	optic neuropathy	C3887709
HP:0001139	choroideremia	C0008525
HP:0001140	epibulbar dermoid	C0496897|C1867616
HP:0001141	severe visual impairment	C1301509
HP:0001142	lenticonus	C0239119
HP:0001144	orbital cyst	C0155285
HP:0001146	pigmentary retinal degeneration	C0240897|C1833999
HP:0001147	retinal exudate	C0240897
HP:0001149	lattice corneal dystrophy	C0155127
HP:0001151	impaired horizontal smooth pursuit	C1866753
HP:0001152	saccadic smooth pursuit	C1836479
HP:0001153	septate vagina	C0266411
HP:0001155	abnormality of the hand	C0018564
HP:0001156	brachydactyly	C0221357
HP:0001159	syndactyly	C0039075
HP:0001161	hand polydactyly	C0158733
HP:0001162	postaxial hand polydactyly	C0431904
HP:0001163	abnormality of the metacarpal bones	C4021785
HP:0001166	arachnodactyly	C0003706
HP:0001167	abnormality of finger	C2674737
HP:0001169	broad palm	C0264142
HP:0001171	split hand	C0221373
HP:0001172	abnormality of the thumb	C0575897
HP:0001176	large hands	C0426870
HP:0001177	preaxial hand polydactyly	C1395852
HP:0001178	ulnar claw	C4025799
HP:0001180	hand oligodactyly	C0728895
HP:0001181	adducted thumb	C3554617
HP:0001182	tapered finger	C0426886
HP:0001187	hyperextensibility of the finger joints	C1844577
HP:0001188	hand clenching	C0239815
HP:0001191	abnormality of the carpal bones	C1840535
HP:0001193	ulnar deviation of the hand or of fingers of the hand	C4048199
HP:0001194	abnormalities of placenta or umbilical cord	C4025798
HP:0001195	single umbilical artery	C1384670
HP:0001196	short umbilical cord	C0266786
HP:0001197	abnormality of prenatal development or birth	C4025797
HP:0001199	triphalangeal thumb	C0241397
HP:0001204	distal symphalangism of hands	C1862158
HP:0001211	abnormality of the fingertips	C4025796
HP:0001212	prominent fingertip pads	C1835807
HP:0001215	camptodactyly of 2nd-5th fingers	C1859368
HP:0001216	delayed ossification of carpal bones	C1841684|C4280599
HP:0001217	clubbing	C0149651
HP:0001218	autoamputation	C1833222
HP:0001220	interphalangeal joint contracture of finger	C4021784
HP:0001222	spatulate thumbs	C0241395
HP:0001223	pointed proximal second through fifth metacarpals	C1854787
HP:0001225	wrist swelling	C0241760
HP:0001226	acral ulceration and osteomyelitis leading to autoamputation of digits	C1837603
HP:0001227	abnormality of the thenar eminence	C4021783
HP:0001230	broad metacarpals	C1842229
HP:0001231	abnormality of the fingernails	C4021782
HP:0001232	nail bed telangiectasia	C1838167
HP:0001233	2-3 finger syndactyly	C0432055
HP:0001234	hitchhiker thumb	C1857269
HP:0001238	slender finger	C1857482
HP:0001239	wrist flexion contracture	C0409345
HP:0001241	capitate-hamate fusion	C1857002
HP:0001245	small thenar eminence	C1846474
HP:0001248	short tubular bones of the hand	C4025795
HP:0001249	intellectual disability	C0025362|C0423903|C0917816|C1843367|C3714756|C4020876
HP:0001250	seizures	C0014544|C0036572
HP:0001251	ataxia	C0007758
HP:0001252	muscular hypotonia	C0026827
HP:0001254	lethargy	C0023380
HP:0001256	intellectual disability, mild	C0026106
HP:0001257	spasticity	C0026838
HP:0001258	spastic paraplegia	C0037772
HP:0001259	coma	C0009421
HP:0001260	dysarthria	C0013362
HP:0001262	excessive daytime somnolence	C2830004
HP:0001263	global developmental delay	C0557874|C1864897|C4020875
HP:0001264	spastic diplegia	C0023882
HP:0001265	hyporeflexia	C0700078
HP:0001266	choreoathetosis	C0085583|C0234967
HP:0001268	mental deterioration	C0234985
HP:0001269	hemiparesis	C0018989
HP:0001270	motor delay	C1854301|C4020874
HP:0001271	polyneuropathy	C0031117|C0152025
HP:0001272	cerebellar atrophy	C0262404|C0740279|C4020873
HP:0001273	abnormality of the corpus callosum	C1842581
HP:0001274	agenesis of corpus callosum	C0175754
HP:0001276	hypertonia	C0026826
HP:0001278	orthostatic hypotension	C0020651
HP:0001279	syncope	C0039070
HP:0001281	tetany	C0039621
HP:0001283	bulbar palsy	C1301959|C4082299
HP:0001284	areflexia	C0234146|C0241772|C0278124
HP:0001285	spastic tetraparesis	C0575059
HP:0001287	meningitis	C0025289
HP:0001288	gait disturbance	C0575081
HP:0001289	confusion	C0009676
HP:0001290	generalized hypotonia	C1858120
HP:0001291	abnormality of the cranial nerves	C1854510|C4020872
HP:0001293	cranial nerve compression	C0521670
HP:0001297	stroke	C0038454
HP:0001298	encephalopathy	C0085584
HP:0001300	parkinsonism	C0242422
HP:0001301	chronic sensorineural polyneuropathy	C4025794
HP:0001302	pachygyria	C0266483
HP:0001304	torsion dystonia	C0013423
HP:0001305	dandy-walker malformation	C0010964
HP:0001308	tongue fasciculations	C0239548
HP:0001310	dysmetria	C0234162
HP:0001311	abnormal nervous system electrophysiology	C4021781
HP:0001312	giant somatosensory evoked potentials	C3806961
HP:0001315	reduced tendon reflexes	C1866934
HP:0001317	abnormality of the cerebellum	C0742038|C1866129
HP:0001319	neonatal hypotonia	C2267233
HP:0001320	cerebellar vermis hypoplasia	C1840379
HP:0001321	cerebellar hypoplasia	C0266470
HP:0001322	brain very small	C4025793
HP:0001324	muscle weakness	C0151786
HP:0001325	hypoglycemic coma	C0020617
HP:0001326	eeg with irregular generalized spike and wave complexes	C4025792
HP:0001327	photomyoclonic seizures	C4025791
HP:0001328	specific learning disability	C4025790
HP:0001331	absent septum pellucidum	C0431371
HP:0001332	dystonia	C0013421|C4020871
HP:0001334	communicating hydrocephalus	C0009451
HP:0001335	bimanual synkinesia	C0454455
HP:0001336	myoclonus	C0027066|C1854302
HP:0001337	tremor	C0040822
HP:0001338	partial agenesis of the corpus callosum	C0431368|C1857278
HP:0001339	lissencephaly	C0266463|C1879312
HP:0001340	enhancement of the c-reflex	C3552824
HP:0001341	olfactory lobe agenesis	C1855331
HP:0001342	cerebral hemorrhage	C0553692|C2937358
HP:0001343	kernicterus	C0022610
HP:0001344	absent speech	C0746940|C1854882
HP:0001345	psychotic mentation	C4025789
HP:0001347	hyperreflexia	C0151889
HP:0001348	brisk reflexes	C2673700
HP:0001349	facial diplegia	C1836003
HP:0001350	slurred speech	C0234518
HP:0001351	jerk-locked premyoclonus spikes	C3552825
HP:0001355	megalencephaly	C0221355
HP:0001357	plagiocephaly	C0265529|C1450010|C4072830|C4280597|C4280598|C4280807
HP:0001360	holoprosencephaly	C0079541
HP:0001361	nystagmus-induced head nodding	C4025788
HP:0001362	calvarial skull defect	C4025787|C4280595|C4280596
HP:0001363	craniosynostosis	C0010278|C0235942
HP:0001367	abnormal joint morphology	C0022408|C0240083
HP:0001369	arthritis	C0003864
HP:0001370	rheumatoid arthritis	C0003873
HP:0001371	flexion contracture	C0009917|C0009918|C0333068|C1850530
HP:0001373	joint dislocation	C0012691
HP:0001374	congenital hip dislocation	C0019555
HP:0001376	limitation of joint mobility	C1857108
HP:0001377	limited elbow extension	C1867103
HP:0001382	joint hypermobility	C1844820
HP:0001384	abnormality of the hip joint	C4020870
HP:0001385	hip dysplasia	C0019555
HP:0001386	joint swelling	C0152031
HP:0001387	joint stiffness	C0162298
HP:0001388	joint laxity	C0086437|C0158359
HP:0001392	abnormality of the liver	C0023895|C4021780
HP:0001394	cirrhosis	C0023890
HP:0001395	hepatic fibrosis	C0239946
HP:0001396	cholestasis	C0008370
HP:0001397	hepatic steatosis	C2711227
HP:0001399	hepatic failure	C0085605
HP:0001401	intrahepatic biliary dysgenesis	C1859235
