chemical	name	molecular_weight	SMILES_string
CIDs00003652	hydroxychloroquine	335.87154	CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
CIDs00003657	hydroxyurea	76.05466	C(=O)(N)NO
CIDs00003658	hydroxyzine	374.90428	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
CIDs00003661	atropine sulfate	289.36942	CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
CIDs00003672	ibuprofen	206.28082	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
CIDs00003675	phenelzine	136.19428	C1=CC=C(C=C1)CCNN
CIDs00003676	lidocaine	234.33728	CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
CIDs00003690	ifosfamide	261.085962	C1CN(P(=O)(OC1)NCCCl)CCCl
CIDs00003696	imipramine	280.40726	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
CIDs00003702	indapamide	365.83454	CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
CIDs00003715	indomethacin	357.78764	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
CIDs00003724	iodixanol	1550.18188	CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I
CIDs00003730	iohexol	821.13785	CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I
CIDs00003736	iopromide	791.11187	CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I
CIDs00003737	sodium iothalamate	613.91357	CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I
CIDs00003738	iotrolan	1626.23324	CN(C1=C(C(=C(C(=C1I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I)C(=O)CC(=O)N(C)C2=C(C(=C(C(=C2I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I
CIDs00003739	iodipamide	1139.76178	C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
CIDs00003741	ioversol	807.11127	C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO
CIDs00003742	ioxaglate	1268.87906	CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I
CIDs00003743	ioxilan	791.11187	CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I
CIDs00003746	ipratropium bromide	332.4571	CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C
CIDs00003749	irbesartan	428.52942	CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
CIDs00003759	isocarboxazid	231.25052	CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2
CIDs00003763	isoflurane	184.492396	C(C(F)(F)F)(OC(F)F)Cl
CIDs00003767	isoniazid	137.13928	C1=CN=CC=C1C(=O)NN
CIDs00003779	isoproterenol	211.25758	CC(C)NCC(C1=CC(=C(C=C1)O)O)O
CIDs00003783	isoxsuprine	301.38012	CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O
CIDs00003784	isradipine	371.38714	CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC
CIDs00003821	ketamine	237.72524	CNC1(CCCCC1=O)C2=CC=CC=C2Cl
CIDs00003825	ketoprofen	254.28056	CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
CIDs00003826	ketorolac	255.26862	C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
CIDs00003827	ketotifen	309.42526	CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
CIDs00003830	cytokinin	215.21136	C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
CIDs00003848	3-phenyllactic acid	166.1739	C1=CC=C(C=C1)CC(C(=O)O)O
CIDs00003869	labetalol	328.40546	CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
CIDs00003878	lamotrigine	256.09138	C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
CIDs00003883	lansoprazole	369.36147	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
CIDs00003899	leflunomide	270.20727	CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
CIDs00003902	letrozole	285.30274	C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
CIDs00003939	LiOH	23.94834	[Li+].[OH-]
CIDs00003948	lomefloxacin	351.347866	CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O
CIDs00003950	lomustine	233.69524	C1CCC(CC1)NC(=O)N(CCCl)N=O
CIDs00003954	loperamide	478.04546	CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
CIDs00003957	loratadine	382.88322	CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
CIDs00003958	lorazepam	321.1581	C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
CIDs00003961	losartan	422.91062	CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
CIDs00003964	loxapine	327.80802	CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
CIDs00003998	mafenide acetate	186.2315	C1=CC(=CC=C1CN)S(=O)(=O)N
CIDs00004004	malathion	330.358022	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
CIDs00004011	maprotiline	277.40332	CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
CIDs00004030	mebendazole	295.29272	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
CIDs00004031	mebeverine	429.5491	CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC
CIDs00004032	mecamylamine	167.29114	CC1(C2CCC(C2)C1(C)NC)C
CIDs00004033	nitrogen mustard	156.05354	CN(CCCl)CCCl
CIDs00004034	meclizine	390.94828	CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
CIDs00004036	meclofenamate	295.1407	CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl
CIDs00004044	mefenamic acid	241.2851	CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
CIDs00004051	meloxicam	373.382549	CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+]
CIDs00004054	memantine	179.30184	CC12CC3CC(C1)(CC(C3)(C2)N)C
CIDs00004057	mepenzolate	340.43604	C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
CIDs00004058	meperidine	247.33274	CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
CIDs00004060	mephenytoin	218.25176	CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
CIDs00004062	mepivacaine	246.34798	CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C
CIDs00004064	meprobamate	218.25022	CCCC(C)(COC(=O)N)COC(=O)N
CIDs00004075	mesalazine	153.13538	C1=CC(=C(C=C1N)C(=O)O)O
CIDs00004086	metaproterenol	211.25758	CC(C)NCC(C1=CC(=CC(=C1)O)O)O
CIDs00004091	metformin	129.16364	CN(C)C(=N)N=C(N)N
CIDs00004095	methadone	309.44518	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
CIDs00004100	methazolamide	236.27202	CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
CIDs00004101	methenamine silver	140.18628	C1N2CN3CN1CN(C2)C3
CIDs00004107	methocarbamol	241.2405	COC1=CC=CC=C1OCC(COC(=O)N)O
CIDs00004114	8-methoxypsoralen	216.18952	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
CIDs00004120	N-methylscopolamine	318.38746	C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
CIDs00004121	methyclothiazide	360.23734	CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl
CIDs00004139	methylene blue	284.39922	CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2
CIDs00004158	methylphenidate	233.30616	COC(=O)C(C1CCCCN1)C2=CC=CC=C2
CIDs00004168	metoclopramide	299.79638	CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
CIDs00004170	metolazone	365.83454	CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
CIDs00004171	metoprolol	267.3639	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
CIDs00004173	metronidazole	171.15396	CC1=NC=C(N1CCO)[N+](=O)[O-]
CIDs00004174	metyrapone	226.27376	CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
CIDs00004178	mexiletine	179.25878	CC1=C(C(=CC=C1)C)OCC(C)N
CIDs00004184	mianserin	264.3648	CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
CIDs00004189	miconazole	416.12856	C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
CIDs00004192	midazolam	325.767323	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
CIDs00004195	midodrine	254.28232	COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O
CIDs00004197	milrinone	211.21936	CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
CIDs00004201	minoxidil	209.2483	C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
CIDs00004205	mirtazapine	265.35286	CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
CIDs00004211	mitotane	320.0412	C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
CIDs00004212	mitoxantrone	444.48092	C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
CIDs00004235	moclobemide	268.73928	C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl
CIDs00004236	modafinil	273.3501	C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
CIDs00004253	morphine-D6	285.33766	CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
CIDs00004274	tetrofosmin	382.455324	CCOCCP(CCOCC)CCP(CCOCC)CCOCC
CIDs00004409	nabumetone	228.28634	CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
CIDs00004421	nalidixic acid	232.23528	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
CIDs00004436	all clear	210.27436	C1CN=C(N1)CC2=CC=CC3=CC=CC=C32
CIDs00004440	naratriptan	335.4643	CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
CIDs00004449	nefazodone	470.00688	CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
CIDs00004450	nefopam	253.33886	CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
CIDs00004454	Neosporin	614.64374	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
CIDs00004456	neostigmine	223.29146	CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
CIDs00004463	nevirapine	266.29786	CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
CIDs00004473	nicardipine	480.5329	CC1=C(C(C(=C(N1)C)C(=O)OCC[NH+](C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
CIDs00004485	nifedipine	346.33462	CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
CIDs00004493	nilutamide	317.22071	CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
CIDs00004497	nimodipine	418.44034	CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
CIDs00004499	nisoldipine	388.41436	CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
CIDs00004506	nitrazepam	281.26614	C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
CIDs00004510	glyceryl trinitrate	227.0865	C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
CIDs00004539	norfloxacin	319.330823	CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
CIDs00004543	nortriptyline	263.37674	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
CIDs00004583	ofloxacin	361.367503	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
CIDs00004585	olanzapine	312.4325	CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C
CIDs00004594	omeprazole	345.41606	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
CIDs00004595	ondansetron	293.36296	CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
CIDs00004601	orphenadrine	269.38132	CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
CIDs00004609	oxaliplatin	397.29176	C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
CIDs00004614	oxaprozin	293.3166	C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
CIDs00004616	oxazepam	286.71304	C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
CIDs00004631	oxprenolol	265.34802	CC(C)NCC(COC1=CC=CC=C1OCC=C)O
CIDs00004634	oxybutynin	357.48644	CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
CIDs00004649	APAs	153.13538	C1=CC(=C(C=C1N)O)C(=O)O
CIDs00004673	pamidronate	279.033123	C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+]
CIDs00004679	pantoprazole	383.369806	COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
CIDs00004680	papaverine	339.38504	COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
CIDs00004695	isosulfan blue	545.69072	CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)O)S(=O)(=O)O
CIDs00004725	penciclovir	253.2578	C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N
CIDs00004735	pentamidine	340.41946	C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
CIDs00004737	pentobarbital	226.27222	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
CIDs00004740	pentoxifylline	278.30702	CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
CIDs00004746	perhexiline	277.4879	C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3
CIDs00004747	propericiazine	365.49182	C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N
CIDs00004748	perphenazine	403.96864	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
CIDs00004756	phenazopyridine	213.23854	C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N
CIDs00004763	phenobarbital	232.23528	CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
CIDs00004768	phenoxybenzamine	303.82638	CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
CIDs00004771	phentermine	149.2328	CC(C)(CC1=CC=CC=C1)N
CIDs00004775	4-phenylbutyrate	164.20108	C1=CC=C(C=C1)CCCC(=O)O
CIDs00004810	moxonidine	241.67748	CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC
CIDs00004828	pindolol	248.3208	CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
CIDs00004829	pioglitazone	356.4387	CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
CIDs00004845	pirbuterol	240.2988	CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O
CIDs00004870	polythiazide	439.88183	CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F
CIDs00004891	praziquantel	312.40606	C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
CIDs00004893	prazosin	383.40114	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
CIDs00004896	prednisolone sodium phosphate	440.423922	CC12CC(C3C(C1CCC2(C(=O)COP(=O)(O)O)O)CCC4=CC(=O)C=CC34C)O
CIDs00004906	prilocaine	220.3107	CCCNC(C)C(=O)NC1=CC=CC=C1C
CIDs00004908	primaquine	259.34674	CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2
CIDs00004909	primidone	218.25176	CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
CIDs00004911	probenecid	285.35926	CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
CIDs00004913	procainamide	235.32534	CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
CIDs00004914	procaine	236.3101	CCN(CC)CCOC(=O)C1=CC=C(C=C1)N
CIDs00004915	procarbazine	221.29876	CC(C)NC(=O)C1=CC=C(C=C1)CNNC
CIDs00004917	prochlorperazine	373.94266	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
CIDs00004927	promethazine	284.4191	CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
CIDs00004932	propafenone	341.44398	CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
CIDs00004934	propantheline	368.4892	CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C
CIDs00004935	proparacaine	294.38924	CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N
CIDs00004943	propofol	178.27072	CC(C)C1=C(C(=CC=C1)C(C)C)O
CIDs00004946	propranolol	259.34344	CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
CIDs00004976	protriptyline	263.37674	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
CIDs00004991	pyridostigmine	181.21172	C[N+]1=CC=CC(=C1)OC(=O)N(C)C
CIDs00004992	mepyramine	285.38402	CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
CIDs00004993	pyrimethamine	248.71142	CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
CIDs00004999	quazepam	386.794253	C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F
CIDs00005002	quetiapine	383.5071	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
CIDs00005029	rabeprazole	359.44264	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
CIDs00005035	raloxifene	473.58328	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
CIDs00005070	riluzole	234.19831	C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
CIDs00005071	rimantadine	179.30184	CC(C12CC3CC(C1)CC(C3)C2)N
CIDs00005073	risperidone	410.484483	CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
CIDs00005078	rizatriptan	269.34486	CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
CIDs00005090	rofecoxib	314.35566	CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
CIDs00005095	ropinirole	260.37456	CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
CIDs00005152	salmeterol	415.56558	C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
CIDs00005161	salsalate	258.2262	C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O
CIDs00005184	scopolamine hydrobromide	303.35294	CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
CIDs00005193	secobarbital	238.28292	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
CIDs00005199	sennosides	862.73912	C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O
CIDs00005202	serotonine	176.21508	C1=CC2=C(C=C1O)C(=CN2)CCN
CIDs00005206	sevoflurane	200.054842	C(OC(C(F)(F)F)C(F)(F)F)F
CIDs00005210	sibutramine	279.84804	CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C
CIDs00005212	sildenafil	474.5764	CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
CIDs00005214	silver sulfadiazine	360.16108	C1=CN=C(N=C1)[NH2+]S(=[OH+])(=O)C2=CC=C(C=C2)N.[Ag+]
CIDs00005215	sulfadiazine	250.277	C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
CIDs00005238	iodide	149.894239	[Na+].[I-]
CIDs00005245	risedronate	283.112264	C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
CIDs00005248	sodium tetradecyl sulphate	294.4506	CCCCCCCCCCCCCCOS(=O)(=O)O
CIDs00005253	sotalol	272.3638	CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
CIDs00005281	stearic acid	284.47724	CCCCCCCCCCCCCCCCCC(=O)O
CIDs00005291	imatinib	493.60274	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
CIDs00005311	vorinostat	264.3202	C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
CIDs00005314	suxamethonium	290.399	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
CIDs00005318	sulconazole	397.7491	C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
CIDs00005320	sulfacetamide	214.2416	CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
CIDs00005329	sulfamethoxazole	253.27764	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
CIDs00005333	sulfonamide	172.20492	C1=CC(=CC=C1N)S(=O)(=O)N
CIDs00005358	sumatriptan	295.40044	CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
CIDs00005359	suprofen	260.30828	CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
CIDs00005379	gatifloxacin	375.394083	CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F
CIDs00005381	tazarotene	351.46194	CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C
CIDs00005391	temazepam	300.73962	CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
CIDs00005394	temozolomide	194.15084	CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
CIDs00005401	terazosin	387.4329	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
CIDs00005403	terbutaline	225.28416	CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
CIDs00005411	tetracaine	264.36326	CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
CIDs00005419	YxiN	200.27954	C1CC(C2=CC=CC=C2C1)C3=NCCN3
CIDs00005426	thalidomide	258.2295	C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
CIDs00005430	thiabendazole	201.24768	C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
CIDs00005452	thioridazine	370.57454	CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
CIDs00005453	thiotepa	189.218342	C1CN1P(=S)(N2CC2)N3CC3
CIDs00005468	tiaprofenic acid	260.30828	CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O
CIDs00005472	ticlopidine	263.78566	C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
CIDs00005479	tinidazole	247.27152	CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
CIDs00005483	tiopronin	163.19486	CC(C(=O)NCC(=O)O)S
CIDs00005487	tizanidine	253.71132	C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
CIDs00005503	tolazamide	311.39984	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
CIDs00005505	tolbutamide	270.34792	CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
CIDs00005508	tolmetin	256.27656	CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-]
CIDs00005523	Ultracet	263.3752	CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
CIDs00005524	Rhinol	215.29418	C1CCC2=C(C1)C=CC=C2NC3=NCCN3
CIDs00005526	tranexamic acid	157.2102	C1CC(CCC1CN)C(=O)O
CIDs00005530	tranylcypromine	133.19034	C1C(C1N)C2=CC=CC=C2
CIDs00005533	trazodone	371.86388	C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
CIDs00005546	triamterene	253.26264	C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N
CIDs00005556	triazolam	343.20998	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
CIDs00005564	triclosan	289.54178	C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
CIDs00005565	trien	146.23392	C(CNCCNCCN)N
CIDs00005566	trifluoperazine	407.49557	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
