omim id 	 omim name 	 mondos 
OMIM:120040	cochleosaccular degeneration of the inner ear with progressive cataracts	MONDO:0007346
OMIM:120050	%120050 coxsackievirus b3 susceptibility; cxb3s;;cb3s	MONDO:0007347
OMIM:120100	familial cold autoinflammatory syndrome 1	MONDO:0007349
OMIM:120200	coloboma, ocular	MONDO:0001476|MONDO:0007350
OMIM:120300	coloboma of macula	MONDO:0007351
OMIM:120330	papillorenal syndrome	MONDO:0007352
OMIM:120400	120400 coloboma of macula with type b brachydactyly;;apical dystrophy;;sorsby syndrome	MONDO:0007353
OMIM:120433	#120433 coloboma, ocular, with or without hearing impairment, cleft lip/palate,and/or mental retardation	MONDO:0007355
OMIM:120430	coloboma of optic nerveoptic nerve head pits, bilateral congenital, included	MONDO:0007354|MONDO:0007354
OMIM:120435	lynch syndrome i	MONDO:0007356
OMIM:120440	colonic varices without portal hypertension	MONDO:0007357
OMIM:120450	comedones, familial dyskeratotic	MONDO:0007358
OMIM:120500	commissural lip pits	MONDO:0007359
OMIM:120502	branchiootic syndrome 2	MONDO:0007360
OMIM:120790	complement component 4, partial deficiency of	MONDO:0007361
OMIM:120970	#120970 cone-rod dystrophy 2; cord2;;cone-rod dystrophy; cord;;cone-rod retinal dystrophy; crd; crd2;;retinal cone-rod dystrophy; rcrd2	MONDO:0007362
OMIM:121050	arthrogryposis, distal, type 9	MONDO:0019942|MONDO:0007363
OMIM:121070	arthrogryposis, distal, type 2e	MONDO:0007364
OMIM:121200	#121200 seizures, benign familial neonatal, 1; bfns1epilepsy, benign neonatal, 1, and/or myokymia, included;;seizures, benign familial neonatal, 1, and/or myokymia, included	MONDO:0016027|MONDO:0007365
OMIM:121201	epilepsy, benign neonatal, 2	MONDO:0016027|MONDO:0007366
OMIM:121210	%121210 febrile seizures, familial, 1; feb1;;convulsions, familial febrile;  1	MONDO:0007367
OMIM:121270	copper deficiency, familial benign	MONDO:0007368
OMIM:121300	#121300 coproporphyria, hereditary; hcp;;coproporphyrinogen oxidase deficiency;;cpox deficiency;;cpo deficiency;;cpx deficiencyharderoporphyria, included	MONDO:0007369|MONDO:0007369
OMIM:121350	coracoclavicular joint, anomalous	MONDO:0007370
OMIM:121390	cornea guttata with anterior polar cataracts	MONDO:0007371
OMIM:121400	%121400 cornea plana 1; cna1	MONDO:0000733|MONDO:0007372
OMIM:121450	121450 corneal degeneration, ribbonlike, with deafness;;band keratopathy with deafness	MONDO:0007373
OMIM:121800	corneal dystrophy, crystalline, of schnyder	MONDO:0007374
OMIM:121820	corneal dystrophy, epithelial basement membrane	MONDO:0007375|MONDO:0007375
OMIM:121850	corneal fleck dystrophy	MONDO:0007376|MONDO:0007376
OMIM:121900	groenouw type i corneal dystrophy	MONDO:0007377
OMIM:122000	corneal dystrophy, posterior polymorphous, 1	MONDO:0007378|MONDO:0007378|MONDO:0020364
OMIM:122100	corneal dystrophy, meesmann	MONDO:0007379|MONDO:0007379
OMIM:122200	corneal dystrophy, lattice type i	MONDO:0007380
OMIM:122400	epithelial recurrent erosion dystrophy	MONDO:0007381
OMIM:122430	122430 corneal hypesthesia with retinal abnormalities, sensorineural deafness,unusual facies, persistent ductus arteriosus, and mental retardation;;ramos-arroyo syndrome	MONDO:0007382
OMIM:122440	corneodermatoosseous syndrome	MONDO:0007383
OMIM:122450	%122450 corneal hypesthesia, familial;;trigeminal anesthesia, familial	MONDO:0007384
OMIM:122455	coronary artery dissection, spontaneous	MONDO:0007385
OMIM:122460	coronavirus 229e susceptibility	MONDO:0007386
OMIM:122470	#122470 cornelia de lange syndrome 1; cdls1;;cdl; cdls;;typus degenerativus amstelodamensis;;de lange syndrome;;brachmann-de lange syndrome; bdls	MONDO:0007387
OMIM:122580	costocoracoid ligament, congenitally short	MONDO:0007388
OMIM:122600	spondylocostal dysostosis 5	MONDO:0007389
OMIM:122700	coumarin resistance	MONDO:0007390
OMIM:122750	coxa vara	MONDO:0007391
OMIM:122780	coxoauricular syndrome	MONDO:0007392
OMIM:122850	cranioacrofacial syndrome	MONDO:0007393
OMIM:122860	craniodiaphyseal dysplasia, autosomal dominant	MONDO:0021021
OMIM:122880	craniofacial-deafness-hand syndrome; cdhs	MONDO:0007395
OMIM:122900	craniofacial dysostosis with diaphyseal hyperplasia	MONDO:0007396
OMIM:123000	craniometaphyseal dysplasia, autosomal dominant	MONDO:0007397
OMIM:123050	123050 craniorhiny	MONDO:0007398
OMIM:123100	craniosynostosis 1	MONDO:0007399
OMIM:123150	#123150 jackson-weiss syndrome; jws;;craniosynostosis, midfacial hypoplasia, and foot abnormalities	MONDO:0007400
OMIM:123155	craniosynostosis, sagittal, with dandy-walker malformation and hydrocephalus	MONDO:0001150|MONDO:0007401
OMIM:123320	creatine phosphokinase, elevated serum	MONDO:0007402
OMIM:123400	creutzfeldt-jakob disease	MONDO:0005357
OMIM:123450	cri-du-chat syndrome	MONDO:0007404
OMIM:123500	crouzon syndrome	MONDO:0007405
OMIM:123540	cryofibrinogenemia, familial primary	MONDO:0007406
OMIM:123550	%123550 cryoglobulinemia, familial mixed;;meltzer syndrome	MONDO:0007407
OMIM:123557	cryptotia, familial	MONDO:0007408
OMIM:123560	123560 cryptomicrotia-brachydactyly syndrome	MONDO:0007409
OMIM:123570	cryptophthalmos, unilateral or bilateral, isolated	MONDO:0007410
OMIM:123700	#123700 cutis laxa, autosomal dominant 1; adcl1	MONDO:0016175|MONDO:0007411
OMIM:123790	#123790 beare-stevenson cutis gyrata syndrome; bstvs;;beare-stevenson syndrome;;cutis gyrata syndrome of beare and stevenson	MONDO:0007412
OMIM:123880	cystic angiomatosis of bone, diffuse	MONDO:0007414
OMIM:124000	mitochondrial complex iii deficiency, nuclear type 1	MONDO:0007415|MONDO:0007415
OMIM:124100	danubian endemic familial nephropathy	MONDO:0007416
OMIM:124200	darier-white disease	MONDO:0007417
OMIM:124300	darwinian point of pinna	MONDO:0007418
OMIM:124400	darwinian tubercle of pinna	MONDO:0007418
OMIM:124480	deafness, congenital, and onychodystrophy, autosomal dominant; ddod	MONDO:0007420
OMIM:124490	124490 deafness, conductive stapedial, with ear malformation and facial palsy	MONDO:0007421
OMIM:124500	deafness, congenital, with keratopachydermia and constrictions offingers and toes	MONDO:0007422
OMIM:124700	deafness, mid-tone neural	MONDO:0007423
OMIM:124900	deafness, autosomal dominant 1	MONDO:0007424|MONDO:0007424
OMIM:124950	deafness, sensorineural, with peripheral neuropathy and arterial disease	MONDO:0007425
OMIM:125000	deafness, unilateral	MONDO:0007426
OMIM:125050	deafness with anhidrotic ectodermal dysplasia	MONDO:0007427
OMIM:125230	deafness-craniofacial syndrome	MONDO:0007428
OMIM:125250	optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy	MONDO:0007429
OMIM:125280	dens evaginatus	MONDO:0007430
OMIM:125300	125300 dens in dente and palatal invaginations	MONDO:0007431
OMIM:125310	#125310 cerebral arteriopathy, autosomal dominant, with subcortical infarctsand leukoencephalopathy; cadasil;;dementia, hereditary multi-infarct type;;casil	MONDO:0007432
OMIM:125320	dementia/parkinsonism with non-alzheimer amyloid plaques	MONDO:0007433
OMIM:125350	dental noneruption	MONDO:0007434
OMIM:125370	dentatorubral-pallidoluysian atrophy naito-oyanagi disease haw river syndrome ataxia, chorea, seizures, and dementia	MONDO:0007435|MONDO:0007435
OMIM:125400	#125400 dentin dysplasia, type i; dtdp1;;dentin dysplasia, shields type i;;rootless teeth;;radicular dentin dysplasiadentin dysplasia, type i, with extreme microdontia and misshapen teeth,included	MONDO:0015613|MONDO:0007436
OMIM:125420	dentin dysplasia, type ii	MONDO:0007437
OMIM:125440	dentin dysplasia with sclerotic bones	MONDO:0007438
OMIM:125460	deoxyribose-5-phosphate aldolase deficiency	MONDO:0007439
OMIM:125480	major affective disorder 1	MONDO:0007440
OMIM:125490	dentinogenesis imperfecta 1	MONDO:0018849|MONDO:0007441
OMIM:125500	dentinogenesis imperfecta, shields type iii	MONDO:0007442
OMIM:125520	cayler cardiofacial syndrome	MONDO:0007443
OMIM:125540	dermal ridges, patternless	MONDO:0007444
OMIM:125595	dermatopathia pigmentosa reticularis	MONDO:0007445
OMIM:125600	dermatosis papulosa nigra	MONDO:0007446
OMIM:125630	dermodistortive urticaria	MONDO:0007447
OMIM:125635	dermographism, familial	MONDO:0007448
OMIM:125640	dermoodontodysplasia	MONDO:0007449
OMIM:125700	diabetes insipidus, neurohypophyseal type	MONDO:0007450|MONDO:0007450
OMIM:125800	diabetes insipidus, nephrogenic, autosomal	MONDO:0007451
OMIM:125850	maturity-onset diabetes of the young, type i	MONDO:0007452|MONDO:0007452
OMIM:125851	maturity-onset diabetes of the young, type ii	MONDO:0007453|MONDO:0007453
OMIM:125852	diabetes mellitus, insulin-dependent, 2	MONDO:0007454
OMIM:125853	diabetes mellitus, noninsulin-dependent	MONDO:0007455
OMIM:125900	diastema, dental medial	MONDO:0007457
OMIM:126050	digitotalar dysmorphism	MONDO:0007458
OMIM:126070	dilution, pigmentary	MONDO:0007459
OMIM:126180	discrimination, two-point, reduction in	MONDO:0007460
OMIM:126190	126190 disproportionate short stature with ptosis and valvular heart lesions	MONDO:0007461
OMIM:126200	multiple sclerosis, susceptibility to	MONDO:0021571
OMIM:126250	distal osteosclerosis	MONDO:0007463
OMIM:126300	distichiasis	MONDO:0007464
OMIM:126320	distichiasis with congenital anomalies of the heart and peripheral	MONDO:0007465
OMIM:126500	double nail for fifth toe	MONDO:0007469
OMIM:126550	doughnut lesions of skull, familial	MONDO:0007470
OMIM:126600	doyne honeycomb retinal dystrophy	MONDO:0007471
OMIM:126700	basal laminar drusen	MONDO:0007472
OMIM:126800	duane retraction syndrome 1	MONDO:0007473|MONDO:0007473
OMIM:126840	duodenal ulcer due to antral g-cell hyperfunction	MONDO:0007474
OMIM:126850	duodenal ulcer, hyperpepsinogenemic i	MONDO:0007475
OMIM:126900	dupuytren contracturedupuytren contracture 1, included	MONDO:0007476
OMIM:126950	dwarfism with tall vertebrae	MONDO:0007477
OMIM:127000	#127000 kenny-caffey syndrome, type 2; kcs2;;dwarfism, cortical thickening of tubular bones, and transient hypocalcemia;;kenny syndrome	MONDO:0007478
OMIM:127100	dwarfism, levi type	MONDO:0007479
OMIM:127200	127200 dwarfism with stiff joints and ocular abnormalities;;moore-federman syndrome	MONDO:0007480
OMIM:127300	leri-weill dyschondrosteosis	MONDO:0007481
OMIM:127350	127350 dyschondrosteosis and nephritis	MONDO:0007482
OMIM:127400	dyschromatosis symmetrica hereditaria 1	MONDO:0007483
OMIM:127500	dyschromatosis universalis hereditaria	MONDO:0000736
OMIM:127550	#127550 dyskeratosis congenita, autosomal dominant, 1; dkca1;;dyskeratosis congenita, scoggins type	MONDO:0007485
OMIM:127600	%127600 dyskeratosis, hereditary benign intraepithelial; hbid;;dkbi	MONDO:0007486
OMIM:127700	dyslexia, susceptibility to, 1	MONDO:0007487
OMIM:127750	dementia, lewy body	MONDO:0007488|MONDO:0007488
OMIM:127800	dysplasia epiphysealis hemimelica	MONDO:0007489
OMIM:127820	127820 dysplasia epiphysealis hemimelica with chondromas and osteochondromas;;osteochondromatosis, dominant carpotarsal	MONDO:0007490
OMIM:128000	dystelephalangy	MONDO:0007491
OMIM:128100	dystonia 1, torsion, autosomal dominant	MONDO:0007492|MONDO:0007492
OMIM:128101	#128101 dystonia 4, torsion, autosomal dominant; dyt4;;whispering dysphonia, hereditary;;dystonia musculorum deformans 4	MONDO:0007493
OMIM:128200	#128200 episodic kinesigenic dyskinesia 1; ekd1;;paroxysmal kinesigenic choreoathetosis; pkc;;paroxysmal kinesigenic dyskinesia; pkd;;dystonia, familial paroxysmal;;dystonia 10; dyt10	MONDO:0007494
OMIM:128230	dystonia, dopa-responsive; drd	MONDO:0007495
OMIM:128235	dystonia 12	MONDO:0007496
OMIM:128290	ear antitragus, tag at base of	MONDO:0007497
OMIM:128300	ear exostoses	MONDO:0007498
OMIM:128500	ear folding	MONDO:0007499
OMIM:128600	ear malformation	MONDO:0007500
OMIM:128700	preauricular fistulae, congenital	MONDO:0007501
OMIM:128710	ear pits, posterior helical	MONDO:0007502
OMIM:128800	ear without helix	MONDO:0007503
OMIM:128980	%128980 earlobes, thickened, with conductive deafness from incudostapedialabnormalities	MONDO:0007504
OMIM:129000	earring holes, natural	MONDO:0007505
OMIM:129150	echo virus 11 sensitivity	MONDO:0007506
OMIM:129200	basan syndrome	MONDO:0007507
OMIM:129400	#129400 rapp-hodgkin syndrome; rhs;;ectodermal dysplasia, anhidrotic, with cleft lip/palateorofacial cleft 8, included; ofc8, included;;cleft lip with or without cleft palate, nonsyndromic, 8, included	MONDO:0007508|MONDO:0007508
OMIM:129490	#129490 ectodermal dysplasia 10a, hypohidrotic/hair/nail type, autosomal dominant;ectd10a;;ectodermal dysplasia, hypohidrotic, autosomal dominant; hed	MONDO:0016535|MONDO:0007509
OMIM:129500	#129500 clouston syndrome;;ectodermal dysplasia 2, clouston type; ectd2;;ectodermal dysplasia, hidrotic, autosomal dominant;;clouston hidrotic ectodermal dysplasia;;ectodermal dysplasia, hidrotic, 2, formerly; hed2, formerly	MONDO:0007510
OMIM:129510	ectodermal dysplasia, trichoodontoonychial type	MONDO:0007511
OMIM:129540	129540 ectodermal dysplasia syndrome with distinctive facial appearance andpreaxial polydactyly of feet	MONDO:0007512
OMIM:129550	ectodermal dysplasia with adrenal cyst	MONDO:0007513
OMIM:129600	ectopia lentis, isolated	MONDO:0007514
OMIM:129750	ectopia pupillae	MONDO:0007515
OMIM:129810	ectrodactyly and ectodermal dysplasia without cleft lip/palate	MONDO:0007516
OMIM:129830	129830 ectrodactyly-cleft palate syndrome;;ecp syndrome	MONDO:0007517
OMIM:129840	edema, familial idiopathic, prepubertal	MONDO:0007518
OMIM:129850	edinburgh malformation syndrome	MONDO:0007519
OMIM:129900	%129900 ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome1; eec1;;eec;;eec syndrome 1	MONDO:0007520
OMIM:130000	ehlers-danlos syndrome, type i	MONDO:0007522
OMIM:130020	ehlers-danlos syndrome, hypermobility type	MONDO:0007523
OMIM:130050	ehlers-danlos syndrome, type iv, autosomal dominant	MONDO:0007524
OMIM:130060	ehlers-danlos syndrome, type vii, autosomal dominant	MONDO:0007525
OMIM:130070	ehlers-danlos syndrome with short stature and limb anomalies	MONDO:0007526|MONDO:0007526
OMIM:130080	ehlers-danlos syndrome, periodontal type, 1	MONDO:0007527
OMIM:130090	ehlers-danlos syndrome, autosomal dominant, type unspecified	MONDO:0007528
OMIM:130100	elastosis perforans serpiginosa	MONDO:0007529
OMIM:130200	electroencephalographic peculiarity: 14 and 6 per sec. positive spikephenomenon	MONDO:0007530
OMIM:130300	electroencephalographic peculiarity: fronto-precentral beta wave groups	MONDO:0007531
OMIM:130400	electroencephalographic peculiarity: occipital slow beta waves	MONDO:0007532
OMIM:130600	#130600 elliptocytosis 2; el2;;elliptocytosis, rhesus-unlinked type	MONDO:0007533
OMIM:130650	beckwith-wiedemann syndrome	MONDO:0007534
OMIM:130700	emphysema, hereditary pulmonary	MONDO:0007535
OMIM:130710	emphysema, congenital lobar	MONDO:0007536
OMIM:130720	lateral meningocele syndrome	MONDO:0007537
OMIM:130900	#130900 amelogenesis imperfecta, type iii; ai3;;amelogenesis imperfecta, hypocalcification type, autosomal dominant;adhcai;;amelogenesis imperfecta, hypomineralization type	MONDO:0007538
OMIM:130950	encephalopathy, recurrent, of childhood	MONDO:0007539
OMIM:131100	multiple endocrine neoplasia, type i	MONDO:0007540
OMIM:131200	%131200 endometriosis, susceptibility to, 1;;endo1	MONDO:0007541
OMIM:131300	#131300 camurati-engelmann disease; caend;;ced;;engelmann disease;;diaphyseal dysplasia 1, progressive; dpd1;;progressive diaphyseal dysplasia; pdd	MONDO:0007542
OMIM:131400	eosinophilia, familial	MONDO:0007544
OMIM:131430	eosinophilopenia	MONDO:0007545
OMIM:131440	myeloproliferative disorder, chronic, with eosinophilia	MONDO:0007546
OMIM:131600	131600 epidermoid cysts	MONDO:0007547
OMIM:131705	transient bullous dermolysis of the newborn	MONDO:0007548
OMIM:131750	#131750 epidermolysis bullosa dystrophica, autosomal dominant; ddeb;;dystrophic epidermolysis bullosa, autosomal dominant;;epidermolysis bullosa dystrophica, cockayne-touraine type; ebdct;;epidermolysis bullosa dystrophica, pasini type;;albopapuloid dominant dystrophic epidermolysis bullosa; ebddepidermolysis bullosa dystrophica with subcorneal cleavage, included;ebdsc, included	MONDO:0007549
OMIM:131760	epidermolysis bullosa herpetiformis, dowling-meara type	MONDO:0007550
OMIM:131800	epidermolysis bullosa simplex, weber-cockayne type	MONDO:0007551
OMIM:131850	epidermolysis bullosa dystrophica, pretibial	MONDO:0007552
OMIM:131880	epidermolysis bullosa with deficiency of galactosylhydroxylysyl glucosyltransferase	MONDO:0007553
OMIM:131900	#131900 epidermolysis bullosa simplex, generalized;;ebs, generalized;;epidermolysis bullosa simplex, koebner type	MONDO:0007554
OMIM:131950	epidermolysis bullosa simplex, ogna type	MONDO:0007555|MONDO:0007555
OMIM:131960	#131960 epidermolysis bullosa simplex with mottled pigmentation; ebs-mp;;speckled hyperpigmentation with punctate palmoplantar keratoses andchildhood blistering	MONDO:0007556
OMIM:132000	#132000 epidermolysis bullosa with congenital localized absence of skin anddeformity of nails;;epidermolysis bullosa dystrophica, bart type	MONDO:0007557
OMIM:132090	epilepsy, benign occipital	MONDO:0007558
OMIM:132100	photoparoxysmal response 1; ppr1	MONDO:0007559
OMIM:132300	epilepsy, reading	MONDO:0007560
OMIM:132400	epiphyseal dysplasia, multiple, 1	MONDO:0016648|MONDO:0007561
OMIM:132450	#132450 epiphyseal dysplasia, multiple, with myopia and conductive deafness;edmmd	MONDO:0007562
OMIM:132500	epistaxis, hereditary	MONDO:0007563
OMIM:132600	#132600 pilomatrixoma;;pilomatricoma; ptr;;epithelioma calcificans of malherbe	MONDO:0007564
OMIM:132700	cylindromatosis, familial	MONDO:0007565
OMIM:132800	multiple self-healing squamous epithelioma	MONDO:0007566
OMIM:132900	aortic aneurysm, familial thoracic 4	MONDO:0007568
OMIM:132990	erythema nodosum, familial	MONDO:0007569
OMIM:133000	erythema palmare hereditarium	MONDO:0007570
OMIM:133020	erythermalgia, primary	MONDO:0007571
OMIM:133100	#133100 erythrocytosis, familial, 1; ecyt1;;polycythemia, primary familial and congenital; pfcp;;erythrocytosis, autosomal dominant benign	MONDO:0007572
OMIM:133180	erythroleukemia, familial	MONDO:0007573
OMIM:133190	spinocerebellar ataxia 34	MONDO:0007574|MONDO:0007574
OMIM:133200	erythrokeratodermia variabilis et progressiva 1	MONDO:0017851|MONDO:0017851
OMIM:133239	esophageal canceresophageal squamous cell carcinoma, included	MONDO:0007576|MONDO:0007576
OMIM:133240	esophageal ring, lower	MONDO:0007577
